ad_id,ad_text,category,category_confidence,type
AD_00034,"i
i
verified coupons available
see codes
capital one
shopping
bestpromocodes.co
i
i",General_News,0.22802933351387997,targeted
AD_00035,"the yamaha
get out and ride
sales event
wolverine®
rmaxim 21000 xt-rd
wolverine
rmaxim 4 1000 le
wolverineⓡ
rmaxi 2 1000 sport
revs your heart
$2000
as low as
5.99
for 84 months¹
customer
learn more",Lifestyle,0.28447019866847123,targeted
AD_00036,"x1010
talcore
dropouts
live nation
per
the devil
wears pradas
za
fit for
king
a
counterparts
landmvrks
kah
**
are
press
september 27
the fillmore silver spring
tandem solidstate alternate side
00",General_News,0.2890629972183094,targeted
AD_00037,"building facade
ricresidences.com
ascnce code 110112233
ohguo non aa-2002/12-4210|chsud tlts non-006
mus
且
le pont
residence
bridging you to
your best life
rlc
raise
live
residences connect",Lifestyle,0.23926652936878084,targeted
AD_00038,"delicious
food
recipes
champsdiet.com",Food_Drink,0.9933865775937203,targeted
AD_00039,"amazon
today's
deals
one
line
shop now",Lifestyle,0.9125464474262381,targeted
AD_00040,"online pricing
calculator
dock
blocks",General_News,0.38509600779840386,targeted
AD_00041,"tamron
150-600mm
[for sony and fujifilm]
$200
instant savings",Entertainment,0.2783258049146026,targeted
AD_00042,"ebay
motors
get the
parts your
jeep needs
take a look →",Automotive,0.5887805461943103,targeted
AD_00043,"with
best-ever
benefits!
+90 max lv.uumping &
new character pre-creation!
play now",Sports,0.2566644075200315,targeted
AD_00044,"higher quality
precision parts
crusader rotary die cutter",General_News,0.3007551684670758,targeted
AD_00045,"streamline your
team's file
sharing and
collaboration
with sharefile
make it easy to securely upload
and download files, set up
custom permissions, and
integrate with your favorite
productivity tools.
buy now
s sharefile",Food_Drink,0.3101400145335303,targeted
AD_00046,"today
in az
12newsl
weekday
mornings
4:30-7a",Lifestyle,0.2644892224628425,targeted
AD_00047,"ashley
relax in your retreat
shop bedroom →",Lifestyle,0.9311643830662734,targeted
AD_00048,"atomic force microscopy
online nanoacademy
live demos, webinars and seminars from
afm experts collected in one place. easily
join a live session or review on-demand
content from home!",Entertainment,0.2863583553590917,targeted
AD_00049,"you're ready, start
your mortgage
application today.
apply now
truist
equal housing lender.
mortgage",General_News,0.27371946659738267,targeted
AD_00050,"find your space,
claim your place
love your
lineage
an all-new podcast by
ldsliving
listen now",Entertainment,0.23324812904920153,targeted
AD_00051,"g
your tone
makes a
difference
establish rapport with a personal,
approachable writing tone.
download grammarly
+",General_News,0.3272479229764425,targeted
AD_00052,"an
ntd original
documentary
vaccine stories
you were never told
the
seen
crisis
epoch tv may 19
watch now >",Entertainment,0.7998457654229054,targeted
AD_00053,"if you insist on jogging
by my house please
put on decent clothing
my children do not need
haur aroafr
hands down the best yards
signs we've ever seen",Lifestyle,0.4495198516669335,targeted
AD_00054,"blackmagicdesign
new
pocket cinema
camera 6k pro!
learn more →",Lifestyle,0.3217333432550825,targeted
AD_00055,"trying to
eat healthy?
sign up to our
nutrition newsletter
subscribe
healthline",Health,0.9901778329361547,targeted
AD_00056,"αρεχ
settlement group
pay your
medical bills
sell life insurance
policy for cash",Health,0.7951229599331876,targeted
AD_00057,"aim
reation beves of maintance
aviation
maintenance
training",Travel,0.37289635691821726,targeted
AD_00058,"vorte
into the
vortex
two
charles e.
gannon
9781982192471
$26.00 us/$34.00 can
a little bit of
knowledge
can be a
dangerous
thing
book two in the
vortex of worlds
series
click to read an excerpt.
on sale 3/7
www.baen.com baen",Entertainment,0.31083100101175964,targeted
AD_00059,"redefining the value of digital evidence
in creating actionable intelligence
by larry wolter
senior product marketing
manager, cellebrite
read more",General_News,0.2644488561194126,targeted
AD_00060,"gear up and get outside
bike | hike run camp ski | explore
montpelier vt
onionriver.com",General_News,0.31134108508905234,targeted
AD_00061,"clean. healthy. hydrate like
use code: biousahockey
for 30% off
bio hydration.
steel
usa
hockey
war",Health,0.2973555569076746,targeted
AD_00062,"portfolio valuation
forum
attend in-person at kpmg's nyc
office or virtually via live broadcast.
june 28, 2023 | 3-5pm et
aicpa & cima
together as the association of international
carte profesa account",Entertainment,0.4061676510209794,targeted
AD_00063,"unwind with a
$300 travel credit.
experience more relaxing getaways
with chase sapphire reserve.
sapphire reserveⓡ
learn more",Travel,0.7015592013706412,targeted
AD_00064,"what's your next move?
create your own headlines with companies on the move
crain's detroit business",Business_Finance,0.7951588114818785,targeted
AD_00065,"o
download aplikasinya
16:57
tribunnews.com
a
sekarang
available on the
app store
get it on
google play
tribunnews.com
news bisnis super skor sport
87%
|||
seleb +",Entertainment,0.4956316769195869,targeted
AD_00066,"prolensa
(bromfenac ophthalmic
solution) 0.07%",General_News,0.2387545900454619,targeted
AD_00067,"sportsbook
softswiss
win
the market.
launch
sportsbook.",Sports,0.4166615917767245,targeted
AD_00068,"mit
technology
review
emtech
digital
join us
march 29-30, 2022
register now",General_News,0.3301729357787208,targeted
AD_00069,"uof sc
full-time mba programs",Entertainment,0.2742280363201992,targeted
AD_00070,"preplan
s sanders
frederick l. sanders, supervisor
funeral home and
cremation service, inc. 610-372-1624 | www.sandersfuneral.com",General_News,0.5060185260143967,targeted
AD_00071,"sandy hook
promise
learn the signs at sandy hookpromise.org",Lifestyle,0.2438407667627342,targeted
AD_00072,"your best comes
out of the blue.
explore boise state
b
boise state
university",Lifestyle,0.24076035219144437,targeted
AD_00073,"onewheel
introducing
pint x
higher performance,
longer range, same
fun size.
shop now
new",Automotive,0.283542861733668,targeted
AD_00074,"2023
the peninsula news
best
peninsula
reader's choice awards
vote
vote now thru march 26th",Entertainment,0.8708544355500405,targeted
AD_00075,"donate to a
greater good
cookies
for kids cancer
let's get baking
p",Health,0.49321593281180737,targeted
AD_00076,"continue >
1. home relocation
2. packing & moving
3. domestics relocation
packers - movers - cargo",Lifestyle,0.30070116467994445,targeted
AD_00077,"grand
wisata
2-5
rumah
2 lantai
1 menit dari mall livivng world
harga cicilan kpr | free biaya kpr
1,3m-an 6jt-an 3%
sinarmas land
building for a beter future",General_News,0.4092364563491564,targeted
AD_00078,"blunder #10:
mismanaging retirement
withdrawals
you've accumulated a large nest egg,
making the wrong withdrawals could
put your retirement at risk.
if you have a $500,000 portfolio, you
should read 13 retirement
investment blunders to avoid.
learn more
fisher investments",Business_Finance,0.679885561201718,targeted
AD_00079,"check out today's action at
sidearmstats.com
sidearmsports
go now",Entertainment,0.36796322798473696,targeted
AD_00080,"morris distributing
authorized clean burn distributor
50% va.tax credit
on a new clean burn
waste oil furnace or boiler",Business_Finance,0.3978373213829561,targeted
AD_00081,"eaton
technology
deg300 summit -
data centres
eaton dcd
சீமாறு இருள்வ",Entertainment,0.3618998394549776,targeted
AD_00082,"6 mistakes developers make
when they integrate payments
learn more
nmi",Lifestyle,0.73903237237921,targeted
AD_00083,"chattanooga
dental care
sition and central entry
say goodbye to
dental anxiety with
your sedation
dentistry experts
schedule today",Lifestyle,0.4752487540182154,targeted
AD_00084,"omni resorts
barton creek | austin
you paused
now play
▸ holiday in the hills",Travel,0.40530072548787605,targeted
AD_00085,"new & used computers netwo
(607) 729
save up toon city, ny
40% off
your current phone bill!
with our hosted pbx & voip
business phone systems
the
computer man
learn more",General_News,0.44157169010819863,targeted
AD_00086,"fast, easy, & convenient
bath, window, and door remodeling
west shore
home
evening & weekend
appointments available",Lifestyle,0.28810034902841436,targeted
AD_00087,"ixl
free math
practice
aa
kinder-
garten
1st
grade
2nd
grade
3rd
grade
%
4th
grade
5th
grade
6th
grade
7th
grade
8th
grade
algebra
x² 1 & 2
geometry
f precalculus",Sports,0.5645229878514655,targeted
AD_00088,"online
ur store
urban research",General_News,0.5283367222242562,targeted
AD_00089,"panoptica
the cisco secure application cloud
secure your
kubernetes clusters
try for free",General_News,0.21336540064498094,targeted
AD_00090,"awkwardest moments
caught on live tv",Entertainment,0.9911076323467332,targeted
AD_00091,i want one...,Entertainment,0.18997833245337528,targeted
AD_00092,"o
named a leader in
the forrester wave:
low-code development platforms
for business developers, q4 2021
get the report
b betty blocks",General_News,0.5296445276797858,targeted
AD_00093,"your hometown healers
doctor owned & operated
the
women's clinic
of northern colorado
schedule an
appointment
today!",Lifestyle,0.3454699088986327,targeted
AD_00094,"ashley
style starts here
find nearest store →",General_News,0.2734207745397441,targeted
AD_00095,"ing
bla
peral
blessing
urgent:
earthquake victims in turkey
need help now!
donate now",Food_Drink,0.41277097756215386,targeted
AD_00096,"noble
comfort
done right
learn more
14
locar
fire tube
lochinvar",Lifestyle,0.28940914172921267,targeted
AD_00097,"leaving
egypt
the f
leaving egypt
podcast
singer/songwriter alex mabey shares
how god's voice guided her through
her failed marriage and health
struggles
listen",Entertainment,0.5262664742716089,targeted
AD_00098,"dynavibe
how often
should you
balance
your prop?
learn more >",Lifestyle,0.5614596525983494,targeted
AD_00099,"lasting
weight loss
better me.
download on the
app store
get it on
google play",Health,0.5593404564099707,targeted
AD_00100,"wha
community driven
healthcare for
great plains
tribal members
get your ifob test today!
test for colorectal cancer in
the comfort of your own home!
get a
$35
fuel card
while supplies last",General_News,0.3819731333166537,targeted
AD_00101,"free resume
template
free resume
samples
resume-now
free resume
formatting
free resume
builder",Sports,0.3022939116885287,targeted
AD_00102,"the big bang theory
the one to watch
for chemistry
introducing
max
sign up now
starting at $9⁹9/month
subscription required. visit max.com",Sports,0.41187584494751656,targeted
AD_00103,"pre-season
friendlies 2023
teamviewer
shaw
cx
teamviewer
in teamvie
united vs ol
edinburgh
bt murrayfield stadium 19th july
buy tickets now",Sports,0.398570132592624,targeted
AD_00104,"$100,000
veteran
home giveaway
enter to win
presented by:
veterans united realtor.com
home loans
no purchase necessary. see official rules for eligibility, how to enter and all important details. ends 06/13/2023. *nmls # 1907. not a government agency. equal opportunity lender.",General_News,0.4719276028078281,targeted
AD_00105,"a mountain of
movies
dungeons and dragons:
honor among thieves
tom cruise
*top gun: maverick
scream vi
streaming on
mount+
try it free",Entertainment,0.4140182367222243,targeted
AD_00106,"cheap airport car
rentals rates from
$6/day
ladybug.com
search now
29",Automotive,0.5256188866185936,targeted
AD_00107,"the fastest & smartest way
to shop for your next vehicle
beaver toyota
beaver
direct
get started",Lifestyle,0.5987754590066424,targeted
AD_00108,"bloemen noch kransen
voor een betere wereld",General_News,0.2387545900454619,targeted
AD_00109,"your logo here
your sponsor ad here
click here for details",Entertainment,0.4361243137812812,targeted
AD_00110,"j.me
black
friday sale
up to
70% off
shop now",Lifestyle,0.6387038089398528,targeted
AD_00111,"pine valley body shop
before
after
click here for a free estimate",Lifestyle,0.5046952433969268,targeted
AD_00112,"city of dodge city
become our new fire chief",Travel,0.5892570285050617,targeted
AD_00113,"the dream is real!
get your jet
sub sonex
the personal jet reality check
fly with basicmed!
get started for:
$44,000!
subsonex quickbuild airframe kit
your bucket list
reality check!
kit + engine: $103,000
build & fly for: $113,828 all-in!
sonex
aircraft llc
www.sonexaircraft.com/subsonex",Travel,0.31416771066894117,targeted
AD_00114,"webeebly
a career at
broward center
goes beyond
the stage
glaurebbero
|08505600000
stemcell
big-bwana
rossfile
occorpioing
********
stretters
broward center
for the performing arts",Sports,0.4622793102068534,targeted
AD_00115,"rosetta stone
start your free trial today
chinese
spanish
french
italian
german
arabic
hindi
korean",General_News,0.4218227539213233,targeted
AD_00116,"opta analyst
co
improve your football knowledge
visit now",Sports,0.4913313217682054,targeted
AD_00117,"a brand new home
for cosmetic surgery.
schedule a consultation
christus.
southeast texas
plastic and reconstructive surgery center
st. elizabeth",General_News,0.23083160871013242,targeted
AD_00118,"the world's best veterinarians'
advice delivered to your door
each and every month!
cornell university college of veterinary medicine
cat watch
www.catwatchnewsletter.com
subscribe >>",Lifestyle,0.3128408098967591,targeted
AD_00119,"the vehicle is all electric.
the feeling is all mercedes.
a
mercedes-benz of dothan",Automotive,0.33334289576442777,targeted
AD_00120,"g jerome l. greene foundation
providing access
to the arts and
education in
new york",General_News,0.1984850273212815,targeted
AD_00121,"don't
just
know.
be in
the
know.
stay
in the
know ►
powered by globalspec
electronics 360",Health,0.18274729343532942,targeted
AD_00122,"subscribe to backyard poultry
backyard
america's
poultry favorite
poultry
magazine
homestead
poultry racke
for
the dangersc
halam
ng away at
change
sabinants
to pre
p
homestead
subscribe
today!",Entertainment,0.37074052998422596,targeted
AD_00123,"march is here. it's time to play!
hoops
frenzy
if your teams win,
so could you!
register now!
play starts
march 15!
sc
picks
brought to you by
bud light.
gharleston
beer works
ist
2002",Sports,0.6540851963526726,targeted
AD_00124,"two-month ramp
closure:
northbound
or 99w onto
or 217 north
starts may 31
of transportation
oregon
department
or 217
auxiliary lanes",Sports,0.29129173719016055,targeted
AD_00125,"staying healthy. staying active.
we have it all right here.
in your prime learn more
living your best life",Health,0.3768649972119852,targeted
AD_00126,"take the effort out of indulgence
firen ice
fire-roasted iqf vegetables
let's talk!
van drunen farms",General_News,0.32704973728458675,targeted
AD_00127,"daily bogo*
all month long!
*bogo for $2+tax limit 2 deals per customer c10-0000860-lic
w
wellgreens",Business_Finance,0.40700908674941266,targeted
AD_00128,"[1
11
philipp plein
made in italy
philipp plein™
made in italy
philipp plein
outlet
bags alert!
new arrivals for fw21",Travel,0.39009389507893977,targeted
AD_00129,"limited time!
debt consolidation
learn more
loans
adventure
credit union
ncua",Business_Finance,0.3506336419238204,targeted
AD_00130,"aramco
powered by how
discover how",Entertainment,0.6686326398103771,targeted
AD_00131,"analytical sfc
as easy as lc
• lc/sfc switching capability
• small footprint
automated
method
scouting
learn more. click here. shimadzu",Lifestyle,0.8324659804399838,targeted
AD_00132,"like this article?
support journalism like this
for less than 11¢ per day.
subscribe now
daily beast",General_News,0.23330812695638073,targeted
AD_00133,"(3
curuso
skilling
featured red
>ca
1.38479
join. trade. grow.
trade 800+ forex and cfd instruments
with competitive pricing.
start trading
*66% of retail investor accounts
lose money when trading cfds
with this provider.",Business_Finance,0.7401630187837905,targeted
AD_00134,"twinspires $200
with
code bet200
sign-up
bonus
sign up
see twinspires.com for details.",Lifestyle,0.308832111863613,targeted
AD_00135,"be there for the
biggest season ever
the official marketplace of the bears
t
infl
buy tickets",Sports,0.45010960421087093,targeted
AD_00136,"★2023★
choice
the official
awards
tri state's best
b
nominate your favorite businesses!
you could win $250! nominate now
(632)
citid
lataye",Entertainment,0.6555636332699041,targeted
AD_00137,"the 2023
mercedes-benz
vans
learn more
mercedes-benz vans",Lifestyle,0.5614596525983494,targeted
AD_00138,"improving
patient lives
is not what
we do, it is
who we are.
mh life sciences
knowledge that matters
explore more",Entertainment,0.40249455093657116,targeted
AD_00139,"clarity from complexity
insurance | reinsurance | capital partners
aspen
see how we work >",General_News,0.43351679995424763,targeted
AD_00140,"top fonts for every project
scriptd
serif abans serier achter
165
decorative
vintageon
containe
and more!
un taml
envato elements
start now",Business_Finance,0.19966939411141751,targeted
AD_00141,"moneycontrol pro
be the
bulla
in every market. pro
stay ahead
with",General_News,0.2355601977152949,targeted
AD_00142,"silverado
go above, beyond
or just about
anywhere.
t
chevrolet
explore",Food_Drink,0.37629122851870667,targeted
AD_00143,"pilot
honda
hit the ground
running in a
new honda.
accord
keystone honda dealers
cr-v
see offers
pilot trailsport shown cr-v sport touring hybrid shown.
accord sport-l hybrid shown.
honda",General_News,0.3142717062079636,targeted
AD_00144,"spring forward
with expert resources
from the aap
pediatrics in review
nicu neal care
p
2023
coding
webinars
ralierit
clinical practice
guidelinesces
american academy
of pediatrics
dan
dedicated to the health of all children",Lifestyle,0.325603181183994,targeted
AD_00145,"buy one, get one
free pillows
ends monday
starting at
2 for
$69
tempur-pedic
shop now
*terms and conditions apply.",General_News,0.22701660077923433,targeted
AD_00146,know before you go.,Travel,0.24336236839247632,targeted
AD_00147,"intece
the basics
of conducting
an incident
investigation
free webinar register now
thursday, november 18
1 pm (et)
ⓒsafeopedia",Entertainment,0.23571912602704284,targeted
AD_00148,"1st grade
2nd grade
3rd grade
4th grade
5th grade
6th grade
7th grade
8th grade
adapted
mind",Entertainment,0.3041179525545166,targeted
AD_00149,"go further,
faster.
take the world's
premier english-
proficiency test in
less than 2 hours!
register now
ets toefl ibt.",Lifestyle,0.1755378271209483,targeted
AD_00150,"virgin
voyages",General_News,0.2387545900454619,targeted
AD_00151,"propⓡ
grv media-
want to boost
your ad revenue?
find out more",Entertainment,0.2260953487373169,targeted
AD_00152,"high-speed rail now
to south florida
on sale
brightline
book now",General_News,0.6004049319443605,targeted
AD_00153,"fandango
f
fandango
we love movies
f
fandango
one gift card.
endless movie adventures.
buy now",Entertainment,0.6751514825752989,targeted
AD_00154,"your partner for
pre-owned aircraft
www.herreos.eu
ow
herreos
aviation
buy and fly with confidence
learn more",Lifestyle,0.44063960229149907,targeted
AD_00155,"the thrill of the
find, found here
shop now →
ebay",Lifestyle,0.9311643830662734,targeted
AD_00156,"future engineers
learn more
wanted
lake washington institute of technology
lwtech",General_News,0.3326113749317037,targeted
AD_00157,"the joshua fund'
has the war of
gog &
magog
already begun?
free ebook
has the war of
gog & magog
already begun?
read and decide
for yourself.
get my free copy",General_News,0.44536165644960346,targeted
AD_00158,"4 26
can you beat the spread?
check out the latest odds and sports betting analysis.
make your picks",Sports,0.6489930958938371,targeted
AD_00159,"unique.
local. book.
click here
to buy
valley memories
lworth's
valley memories
vzn
valley news
duilding supply, inc",Entertainment,0.3368949396130686,targeted
AD_00160,"we stand
together",General_News,0.3802616902749399,targeted
AD_00161,"mossberg
mc2c compact
14+1/16+1 capacity
mc2sc
micro-compact
11+1/14+1 capacity
mc2® pistols
learn more
optic-ready. carry-ready.",Lifestyle,0.20444109317617576,targeted
AD_00162,"wix
create your
own website
start now
home about contact
x
james worden",Lifestyle,0.2638301300115539,targeted
AD_00163,"up to 20% off
late shows
30
cirque du soleil
x las vegas
book now",Automotive,0.36376708899255866,targeted
AD_00164,"want the best value-for-money
itsm tool? with topdesk you
only pay for features you need.
try the demo
>topdesk",Business_Finance,0.33179346833027834,targeted
AD_00165,"memorial day
aarp
limited time offer
$9
when you sign up for a 5 year term
per
year
join now",Lifestyle,0.3249910108273015,targeted
AD_00166,"sofia's path to hapiness starts
with a health plan that puts her
well-being first.
harvard pilgrim
health care
a point32health company
enroll today",Health,0.7770510839804444,targeted
AD_00167,"heat
fu
live radio
you control
11
skip songs on live radio, only on
globalplayer
radio playlists podcasts",Entertainment,0.6421057574869901,targeted
AD_00168,"discovery
dream homes
log & timberframe
start living your dream
with discovery dream homes
view home plans",General_News,0.33753224638862156,targeted
AD_00169,"rates are rising...
it's a great time to refinance!
2.990 3.032%
interest
rate
30-year fixed rate residential mortgage
loans up to $2 million, no paints!*
*learn more
institution for savings
building stronger communities toorther since 1820,
member fdic member difnmlsid #410",General_News,0.26737235820815103,targeted
AD_00170,"new york
rangers
nhlshop.com
af fanatics experience
new york
rangers
shop now",Lifestyle,0.28619430408797586,targeted
AD_00171,"sportsfeeddaily
vision insights
must-have morning read
the hottest stories in sports business
two editions curated daily: main edition & college edition
free to subscribe",Sports,0.4616273683073971,targeted
AD_00172,"a million
little things
wednesday 10/9c abc",General_News,0.2251311982872884,targeted
AD_00173,"ip
si la placa de tu
carro termina en
8.9
noviembre
es tu mes para matricular
tu carro
0240000
00",Sports,0.2934417775478447,targeted
AD_00174,"defining the
smart manufacturing
journey
roundtable webinar series
sponsored by ra rockwell
automation
watch on demand
register now
*********",Sports,0.3335481705756738,targeted
AD_00175,"free february 2023 coupon codes
get codes",Business_Finance,0.23982634179140647,targeted
AD_00176,"click here to see available
jobs in summit county & beyond!
colorado mountain jobs",Business_Finance,0.3869266065015909,targeted
AD_00177,"crowdstrike aws
how secure
is your cloud?
find out and receive a
$1,000 aws credit
get a free health check",Business_Finance,0.4743091750967887,targeted
AD_00178,"interact with gq
be a part of
gocommunity
join now",General_News,0.4597606594824514,targeted
AD_00179,"hein
the
glenn armentor
law corporation
legal
authority
34000
lafayette
2009
times best
based on puble vote through
the times of acodiono",General_News,0.2347654447770027,targeted
AD_00180,"ca
summer
art camp!",Entertainment,0.2588998734074641,targeted
AD_00181,"make a
smari hiring event
smart wednesday, nov. 17 | 10 am - 2 pm
career move
thursday, nov. 18 | 9 am - 1 pm
oakland terminal
click for
details >>",Entertainment,0.45878583448836047,targeted
AD_00182,"us steel buildings
mene
garages | workshops | bams | barndominiums | storage buildings |
& more
free estimates engineered plans | construction crews available | contact us now!",General_News,0.28402068455762874,targeted
AD_00183,"cotosen
- up to
50% off
shop now >>
—",Lifestyle,0.9358430919901339,targeted
AD_00184,"yeti
yeti
yeti
new colors from yeti
shop for st. patty's day
spy",Lifestyle,0.6159539298050114,targeted
AD_00185,"follow us on
twitter
for philippine news and info
sopa
inquirer.net",Entertainment,0.5170212652681235,targeted
AD_00186,"custom coins
free design - free shipping
caption
f
police
dive
gs-jj.com",General_News,0.32643983976337315,targeted
AD_00187,"763
50% off
winter snow boots
kaegreel®",Lifestyle,0.6518669002323539,targeted
AD_00188,"real-time notetaker
your calls summarized, automatically
learn more balto",Lifestyle,0.2398187271735731,targeted
AD_00189,"toptoon+
we are
family
so who
cares?
mom
please...",Lifestyle,0.49203976692940643,targeted
AD_00190,"best friends
forever ♡",Food_Drink,0.43222429199862034,targeted
AD_00191,"ridge
meet the ridge.
a slim, rfid-blocking wallet
designed to streamline.
shop now
your wallet
1
our wallet",Lifestyle,0.2874880162483957,targeted
AD_00192,"nbc
people's
choice
awards
thank you
for voting",Entertainment,0.9343843887716565,targeted
AD_00193,"starring
kym whitley
and
with special guest star
tisha campbell yvette nicole brown
a bounce original series
act
your
age
all-new episode
saturday 8/7c
bounce
find where to watch at
bouncetv.com",Sports,0.4167888636351052,targeted
AD_00194,"heebs
fresh market
food raiser!
donate and we will
purchase the same food
and more at our cost!
learn more ►
can
the
griz
food drive",Food_Drink,0.6190497096864179,targeted
AD_00195,"irctc
motor
• use ipay, irctc's very own payment gateway!
• use ipay and minimise chances of booking failure.
• features of ipay are unique and are to be experienced!
t&c apply
jimete ipay",General_News,0.3855369285607486,targeted
AD_00196,"tires and oil need changing.
your headlight bulbs do, too.
sylvania
headlight
savings time
learn more",Lifestyle,0.44047058902469544,targeted
AD_00197,"alert
senior
internet
for just
$10 a
month
don't pay more than
$10/month for internet
and cable
see current offers
wallet genius",General_News,0.2555679882605015,targeted
AD_00198,"nutritious options.
aldi for any budget.
shop aldi",Lifestyle,0.5325140623916487,targeted
AD_00199,"well-fed
for your
well-being.
give back to yourself by giving
your hens purina* layena
layer feed for better eggs.
learn more >",Business_Finance,0.2083761376279312,targeted
